contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,T,impliedVolatilityNoAssumptions,moneyness
MSFT250801C00520000,2025-06-25 19:49:34+00:00,520.0,4.8,4.85,5.3,0.61000013,14.558476,94.0,317.0,0.2355423126220703,False,REGULAR,USD,2025-08-01,37.0,-6.484074059637901,1.0563308989075058
MSFT250801C00525000,2025-06-25 19:22:17+00:00,525.0,3.55,3.5,4.25,0.39999986,12.698407,88.0,155.0,0.23508455352783203,False,REGULAR,USD,2025-08-01,37.0,-6.4133232827534625,1.0664879267816163
MSFT250801C00530000,2025-06-25 19:49:59+00:00,530.0,2.85,2.77,3.1,0.52,22.317596,75.0,60.0,0.22779092529296874,False,REGULAR,USD,2025-08-01,37.0,-6.31343534159181,1.076644954655727
MSFT250801C00535000,2025-06-25 19:52:03+00:00,535.0,2.15,1.86,2.59,0.42000008,24.27746,281.0,101.0,0.23242955078125,False,REGULAR,USD,2025-08-01,37.0,-6.215341017062785,1.0868019825298376
MSFT250801C00540000,2025-06-25 18:38:36+00:00,540.0,1.46,1.38,1.81,0.13,9.774436,131.0,91.0,0.22541057800292968,False,REGULAR,USD,2025-08-01,37.0,-6.118110423918689,1.0969590104039484
MSFT250801C00545000,2025-06-25 15:18:08+00:00,545.0,1.01,1.17,1.55,0.029999971,3.0612216,109.0,104.0,0.23188023986816403,False,REGULAR,USD,2025-08-01,37.0,-6.007559648980411,1.107116038278059
MSFT250801C00550000,2025-06-25 17:37:20+00:00,550.0,0.99,0.88,1.15,0.26999998,37.499996,118.0,28.0,0.2301712725830078,False,REGULAR,USD,2025-08-01,37.0,-5.872222610195947,1.1172730661521695
MSFT250801C00555000,2025-06-25 14:08:50+00:00,555.0,0.62,0.62,0.96,0.100000024,19.230774,1.0,12.0,0.23493196716308595,False,REGULAR,USD,2025-08-01,37.0,-5.759070791721211,1.1274300940262802
MSFT250801C00560000,2025-06-25 18:23:39+00:00,560.0,0.38,0.25,0.68,0.099999994,35.714283,5.0,3.0,0.23194127441406248,False,REGULAR,USD,2025-08-01,37.0,-5.6392925690651055,1.1375871219003908
MSFT250801C00565000,2025-06-16 14:02:44+00:00,565.0,0.33,0.14,0.55,0.0,0.0,1.0,1.0,0.2352371398925781,False,REGULAR,USD,2025-08-01,37.0,-5.509511283855928,1.1477441497745016
MSFT250801C00580000,2025-06-24 17:27:54+00:00,580.0,0.01,0.0,0.37,0.0,0.0,2.0,2.0,0.25391371093750004,False,REGULAR,USD,2025-08-01,37.0,-5.1374331778605935,1.1782152333968334
MSFT250815C00180000,2025-06-09 14:03:19+00:00,180.0,291.8,311.9,315.2,0.0,0.0,1.0,1.0,1.338870493164062,True,REGULAR,USD,2025-08-15,51.0,-5.708295725737711,0.36565300346798274
MSFT250815C00185000,2025-04-09 17:02:04+00:00,185.0,186.0,253.7,256.4,0.0,0.0,,10.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-7.337434478734347e+49,0.3758100313420934
MSFT250815C00195000,2025-05-22 19:50:00+00:00,195.0,263.8,281.7,285.5,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-6.546289778861827,0.39612408709031466
MSFT250815C00200000,2025-06-20 18:06:30+00:00,200.0,280.23,292.05,294.8,0.0,0.0,1.0,30.0,1.189457177734375,True,REGULAR,USD,2025-08-15,51.0,-5.301790891186292,0.4062811149644253
MSFT250815C00210000,2025-06-16 14:24:22+00:00,210.0,271.6,282.1,284.85,0.0,0.0,1.0,4.0,1.1376996240234376,True,REGULAR,USD,2025-08-15,51.0,-5.28488991840119,0.4265951707126466
MSFT250815C00220000,2025-04-07 15:15:55+00:00,220.0,138.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-1204802710390.991,0.44690922646086784
MSFT250815C00225000,2025-05-23 16:04:24+00:00,225.0,228.0,251.8,255.75,0.0,0.0,1.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-6.969045261541658,0.45706625433497844
MSFT250815C00230000,2025-05-02 13:54:30+00:00,230.0,209.1,230.45,234.1,0.0,0.0,3.0,32.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-8.000836416951174,0.4672232822090891
MSFT250815C00235000,2025-06-11 14:04:53+00:00,235.0,240.05,257.05,260.6,0.0,0.0,41.0,32.0,1.0441942321777344,True,REGULAR,USD,2025-08-15,51.0,-5.789765894128374,0.4773803100831997
MSFT250815C00245000,2025-02-19 20:28:19+00:00,245.0,175.6,148.5,152.2,0.0,0.0,,29.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-11.694464746676568,0.49769436583142096
MSFT250815C00250000,2025-06-24 13:36:11+00:00,250.0,245.31,242.25,245.15,4.8600006,2.0212104,1.0,83.0,0.9519047778320311,True,REGULAR,USD,2025-08-15,51.0,-4.990865309493551,0.5078513937055317
MSFT250815C00255000,2025-06-18 13:59:06+00:00,255.0,224.58,237.7,240.8,0.0,0.0,1.0,32.0,0.98242205078125,True,REGULAR,USD,2025-08-15,51.0,-5.722758581897708,0.5180084215796422
MSFT250815C00260000,2025-05-14 14:57:50+00:00,260.0,195.65,216.2,219.7,0.0,0.0,1.0,48.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-7.028984323760138,0.5281654494537529
MSFT250815C00265000,2025-06-03 15:56:07+00:00,265.0,200.18,227.3,230.55,0.0,0.0,5.0,25.0,0.9016123120117188,True,REGULAR,USD,2025-08-15,51.0,-6.557120487522058,0.5383224773278635
MSFT250815C00270000,2025-06-10 13:49:37+00:00,270.0,203.1,222.4,225.4,0.0,0.0,1.0,18.0,0.8752453881835938,True,REGULAR,USD,2025-08-15,51.0,-6.195149600347033,0.5484795052019742
MSFT250815C00275000,2025-04-24 16:24:45+00:00,275.0,114.45,177.4,180.4,0.0,0.0,2.0,77.0,1.0000000000000003e-05,True,REGULAR,USD,2025-08-15,51.0,-5.8236705428601405e+19,0.5586365330760847
MSFT250815C00280000,2025-06-20 18:09:40+00:00,280.0,214.9,212.55,215.65,13.949997,6.942024,19.0,29.0,0.8464370825195311,True,REGULAR,USD,2025-08-15,51.0,-5.244192843033328,0.5687935609501954
MSFT250815C00285000,2025-06-16 17:04:47+00:00,285.0,197.03,207.5,210.7,0.0,0.0,2.0,86.0,0.8233660241699219,True,REGULAR,USD,2025-08-15,51.0,-5.908389775151144,0.5789505888243061
MSFT250815C00290000,2025-06-24 18:53:10+00:00,290.0,203.6,202.6,205.25,0.0,0.0,2.0,21.0,0.7857687438964844,True,REGULAR,USD,2025-08-15,51.0,-5.409096980885307,0.5891076166984167
MSFT250815C00295000,2025-06-11 18:07:23+00:00,295.0,180.43,197.7,201.15,0.0,0.0,1.0,27.0,0.8032246240234374,True,REGULAR,USD,2025-08-15,51.0,-6.357153648262844,0.5992646445725273
MSFT250815C00300000,2025-06-25 15:49:38+00:00,300.0,194.15,193.0,195.95,11.720001,6.4243827,7.0,49.0,0.7841818457031251,True,REGULAR,USD,2025-08-15,51.0,-5.501502079336233,0.6094216724466379
MSFT250815C00305000,2025-06-12 15:57:25+00:00,305.0,175.14,187.95,191.2,0.0,0.0,1.0,14.0,0.7685570019531252,True,REGULAR,USD,2025-08-15,51.0,-6.24766827297977,0.6195787003207486
MSFT250815C00310000,2025-06-06 13:57:39+00:00,310.0,165.4,182.95,185.4,0.0,0.0,54.0,114.0,0.7186307434082031,True,REGULAR,USD,2025-08-15,51.0,-6.552411938147758,0.6297357281948592
MSFT250815C00315000,2025-06-23 14:11:59+00:00,315.0,162.71,178.5,181.3,0.0,0.0,1.0,37.0,0.7447535290527343,True,REGULAR,USD,2025-08-15,51.0,-6.504745104016947,0.6398927560689699
MSFT250815C00320000,2025-06-18 17:45:34+00:00,320.0,175.56,173.9,175.75,13.459991,8.303511,1.0,80.0,0.7182645361328125,True,REGULAR,USD,2025-08-15,51.0,-5.696549091621921,0.6500497839430804
MSFT250815C00325000,2025-06-25 16:13:47+00:00,325.0,169.23,168.25,170.7,41.949997,32.958828,1.0,87.0,0.6754182849121095,True,REGULAR,USD,2025-08-15,51.0,-5.8316010549730155,0.6602068118171911
MSFT250815C00330000,2025-06-23 16:41:27+00:00,330.0,152.73,163.05,166.55,0.0,0.0,2.0,103.0,0.6738313867187502,True,REGULAR,USD,2025-08-15,51.0,-6.471823861785513,0.6703638396913018
MSFT250815C00335000,2025-06-25 17:46:49+00:00,335.0,157.7,158.35,161.55,3.9899902,2.5957909,1.0,105.0,0.6609530975341797,True,REGULAR,USD,2025-08-15,51.0,-6.0552132054364805,0.6805208675654124
MSFT250815C00340000,2025-06-24 16:21:26+00:00,340.0,153.44,153.9,156.35,0.0,0.0,2.0,71.0,0.6490513610839843,True,REGULAR,USD,2025-08-15,51.0,-6.0967979202069165,0.690677895439523
MSFT250815C00345000,2025-06-20 18:06:30+00:00,345.0,136.84,148.4,151.8,0.0,0.0,1.0,46.0,0.6267127172851563,True,REGULAR,USD,2025-08-15,51.0,-6.753911671390307,0.7008349233136336
MSFT250815C00350000,2025-06-25 15:27:22+00:00,350.0,145.6,144.3,146.65,6.0,4.297994,4.0,201.0,0.6237830590820312,True,REGULAR,USD,2025-08-15,51.0,-6.152444176999477,0.7109919511877443
MSFT250815C00355000,2025-06-25 15:54:22+00:00,355.0,139.49,139.35,140.9,22.030006,18.755327,2.0,200.0,0.5866740551757812,True,REGULAR,USD,2025-08-15,51.0,-6.290993540247889,0.7211489790618549
MSFT250815C00360000,2025-06-25 14:40:10+00:00,360.0,136.1,134.4,136.05,13.000008,10.560526,1.0,1137.0,0.5709271423339843,True,REGULAR,USD,2025-08-15,51.0,-6.297534884369125,0.7313060069359655
MSFT250815C00365000,2025-06-25 14:41:05+00:00,365.0,131.4,129.3,131.7,22.399994,20.550455,7.0,203.0,0.562626444091797,True,REGULAR,USD,2025-08-15,51.0,-6.370701379333101,0.7414630348100761
MSFT250815C00370000,2025-06-23 16:27:49+00:00,370.0,114.25,123.9,126.55,0.0,0.0,2.0,676.0,0.5305833074951172,True,REGULAR,USD,2025-08-15,51.0,-7.071032283307846,0.7516200626841868
MSFT250815C00375000,2025-06-25 19:31:59+00:00,375.0,118.8,119.8,121.35,-0.6800003,-0.56913316,3.0,411.0,0.5250291638183593,True,REGULAR,USD,2025-08-15,51.0,-6.682908381028628,0.7617770905582975
MSFT250815C00380000,2025-06-25 13:40:44+00:00,380.0,115.51,114.95,116.3,1.9599991,1.7261109,3.0,816.0,0.506840869140625,True,REGULAR,USD,2025-08-15,51.0,-6.6920305981280075,0.7719341184324081
MSFT250815C00385000,2025-06-25 17:02:53+00:00,385.0,108.92,109.9,111.6,4.3199997,4.1300187,1.0,580.0,0.5212450219726561,True,REGULAR,USD,2025-08-15,51.0,-6.868803290230059,0.7820911463065187
MSFT250815C00390000,2025-06-24 17:22:25+00:00,390.0,106.47,105.1,106.9,2.6900024,2.5920238,1.0,664.0,0.5100757000732423,True,REGULAR,USD,2025-08-15,51.0,-6.8393765610373976,0.7922481741806293
MSFT250815C00395000,2025-06-25 15:56:39+00:00,395.0,100.87,100.25,101.9,13.2400055,15.108987,2.0,457.0,0.4891408508300782,True,REGULAR,USD,2025-08-15,51.0,-6.970709317741783,0.80240520205474
MSFT250815C00400000,2025-06-25 17:31:49+00:00,400.0,95.53,95.55,97.0,1.5299988,1.6276582,15.0,12318.0,0.4712577288818359,True,REGULAR,USD,2025-08-15,51.0,-7.0913323245076265,0.8125622299288506
MSFT250815C00405000,2025-06-25 16:46:52+00:00,405.0,89.9,90.75,92.15,0.05000305,0.055651702,8.0,641.0,0.45477840148925786,True,REGULAR,USD,2025-08-15,51.0,-7.229194220288325,0.8227192578029612
MSFT250815C00410000,2025-06-25 18:33:42+00:00,410.0,84.7,85.8,87.3,-0.3899994,-0.45833755,21.0,1636.0,0.438054935913086,True,REGULAR,USD,2025-08-15,51.0,-7.34757681513976,0.8328762856770718
MSFT250815C00415000,2025-06-25 17:57:52+00:00,415.0,79.96,81.45,83.2,-0.55000305,-0.68314874,28.0,1606.0,0.44031321411132807,True,REGULAR,USD,2025-08-15,51.0,-7.444643566227604,0.8430333135511825
MSFT250815C00420000,2025-06-25 18:33:31+00:00,420.0,75.15,76.35,77.75,0.060005188,0.07991103,23.0,1733.0,0.40772076660156253,True,REGULAR,USD,2025-08-15,51.0,-7.5475687552213575,0.8531903414252932
MSFT250815C00425000,2025-06-25 19:04:45+00:00,425.0,71.27,72.1,73.8,0.6399994,0.9061297,34.0,2218.0,0.411138701171875,True,REGULAR,USD,2025-08-15,51.0,-7.604403775390787,0.8633473692994037
MSFT250815C00430000,2025-06-25 19:38:46+00:00,430.0,66.75,67.1,68.85,1.0,1.5209125,42.0,4826.0,0.3903259210205078,True,REGULAR,USD,2025-08-15,51.0,-7.696551317009984,0.8735043971735144
MSFT250815C00435000,2025-06-25 19:44:05+00:00,435.0,62.95,62.25,64.2,1.5499992,2.5244286,24.0,1565.0,0.37573866455078125,True,REGULAR,USD,2025-08-15,51.0,-7.753167030574935,0.883661425047625
MSFT250815C00440000,2025-06-25 19:58:26+00:00,440.0,58.39,58.4,59.7,1.3899994,2.4385955,96.0,35742.0,0.3635317553710938,True,REGULAR,USD,2025-08-15,51.0,-7.851634365295078,0.8938184529217357
MSFT250815C00445000,2025-06-25 17:46:42+00:00,445.0,52.07,53.75,54.55,-0.47999954,-0.91341496,36.0,1625.0,0.33789724609375,True,REGULAR,USD,2025-08-15,51.0,-8.04556221288627,0.9039754807958463
MSFT250815C00450000,2025-06-25 19:18:41+00:00,450.0,48.5,49.6,50.8,0.5,1.0416666,35.0,13158.0,0.338171901550293,True,REGULAR,USD,2025-08-15,51.0,-8.09626884508726,0.9141325086699569
MSFT250815C00455000,2025-06-25 19:57:27+00:00,455.0,45.0,45.2,46.45,0.9000015,2.04082,35.0,1920.0,0.3257208541870117,True,REGULAR,USD,2025-08-15,51.0,-8.145106703768578,0.9242895365440675
MSFT250815C00460000,2025-06-25 19:35:02+00:00,460.0,40.33,41.0,42.2,0.73000336,1.8434429,79.0,3217.0,0.31372756591796874,True,REGULAR,USD,2025-08-15,51.0,-8.258524656790748,0.9344465644181782
MSFT250815C00465000,2025-06-25 19:48:44+00:00,465.0,36.6,36.85,37.65,1.5900002,4.54156,99.0,2045.0,0.29563082305908206,True,REGULAR,USD,2025-08-15,51.0,-8.323645011908834,0.9446035922922889
MSFT250815C00470000,2025-06-25 19:42:43+00:00,470.0,33.0,33.15,33.95,1.1900005,3.7409637,253.0,4532.0,0.28943581665039053,True,REGULAR,USD,2025-08-15,51.0,-8.383678175183071,0.9547606201663994
MSFT250815C00475000,2025-06-25 19:51:39+00:00,475.0,29.57,29.7,29.9,1.6199989,5.7960606,1037.0,6358.0,0.27603873382568356,True,REGULAR,USD,2025-08-15,51.0,-8.436383170830187,0.9649176480405101
MSFT250815C00480000,2025-06-25 19:58:29+00:00,480.0,26.05,26.15,26.35,1.8799992,7.7782335,289.0,5259.0,0.26792113922119143,True,REGULAR,USD,2025-08-15,51.0,-8.495831432905048,0.9750746759146207
MSFT250815C00485000,2025-06-25 19:59:32+00:00,485.0,22.77,22.85,23.0,1.7700005,8.428574,277.0,2972.0,0.2602613037109375,True,REGULAR,USD,2025-08-15,51.0,-8.544041147947853,0.9852317037887314
MSFT250815C00490000,2025-06-25 19:59:32+00:00,490.0,19.72,19.75,19.9,1.1700001,6.307278,343.0,5932.0,0.253486469116211,True,REGULAR,USD,2025-08-15,51.0,-8.581434436705752,0.9953887316628419
MSFT250815C00495000,2025-06-25 19:59:08+00:00,495.0,16.91,16.9,17.0,1.3599997,8.745978,1268.0,17121.0,0.2466811172485352,False,REGULAR,USD,2025-08-15,51.0,-8.607351417365738,1.0055457595369526
MSFT250815C00500000,2025-06-25 19:55:40+00:00,500.0,14.33,14.3,14.45,1.4300003,11.085274,1061.0,8629.0,0.24167628448486328,False,REGULAR,USD,2025-08-15,51.0,-8.62223919554267,1.0157027874110633
MSFT250815C00505000,2025-06-25 19:59:08+00:00,505.0,11.97,11.95,12.1,1.2200003,11.34884,1024.0,4060.0,0.2363662789916992,False,REGULAR,USD,2025-08-15,51.0,-8.626559698718717,1.025859815285174
MSFT250815C00510000,2025-06-25 19:59:05+00:00,510.0,9.85,9.9,10.05,1.0500002,11.93182,735.0,17182.0,0.23203282623291016,False,REGULAR,USD,2025-08-15,51.0,-8.61912976928749,1.0360168431592844
MSFT250815C00515000,2025-06-25 19:52:50+00:00,515.0,8.1,7.95,8.3,0.7500005,10.204088,269.0,4665.0,0.22882851257324222,False,REGULAR,USD,2025-08-15,51.0,-8.592687850076834,1.0461738710333952
MSFT250815C00520000,2025-06-25 19:50:11+00:00,520.0,6.62,6.5,6.65,0.8800001,15.331014,765.0,3245.0,0.22376264526367184,False,REGULAR,USD,2025-08-15,51.0,-8.552695937877825,1.0563308989075058
MSFT250815C00525000,2025-06-25 19:54:35+00:00,525.0,5.32,5.2,5.35,0.8800001,19.819822,289.0,16485.0,0.22089402160644528,False,REGULAR,USD,2025-08-15,51.0,-8.504089704935451,1.0664879267816163
MSFT250815C00530000,2025-06-25 19:58:59+00:00,530.0,4.12,4.15,4.25,0.6299999,18.051573,143.0,1183.0,0.21820850158691402,False,REGULAR,USD,2025-08-15,51.0,-8.451259423302034,1.076644954655727
MSFT250815C00535000,2025-06-25 19:53:33+00:00,535.0,3.32,3.25,3.35,0.63999987,23.88059,76.0,1232.0,0.2160417752075195,False,REGULAR,USD,2025-08-15,51.0,-8.377605764233092,1.0868019825298376
MSFT250815C00540000,2025-06-25 19:48:19+00:00,540.0,2.59,2.54,2.6,0.53,25.728155,188.0,463.0,0.21381401428222657,False,REGULAR,USD,2025-08-15,51.0,-8.301352453626778,1.0969590104039484
MSFT250815C00545000,2025-06-25 19:41:37+00:00,545.0,2.0,1.97,2.03,0.45000005,29.03226,81.0,406.0,0.21277642700195312,False,REGULAR,USD,2025-08-15,51.0,-8.218620058675759,1.107116038278059
MSFT250815C00550000,2025-06-25 19:55:10+00:00,550.0,1.54,1.52,1.57,0.42999995,38.738735,63.0,1778.0,0.21186090881347652,False,REGULAR,USD,2025-08-15,51.0,-8.129953972584083,1.1172730661521695
MSFT250815C00555000,2025-06-25 19:57:18+00:00,555.0,1.16,1.16,1.42,0.20999998,22.10526,14.0,390.0,0.21918505432128904,False,REGULAR,USD,2025-08-15,51.0,-8.03809705055533,1.1274300940262802
MSFT250815C00560000,2025-06-25 19:51:39+00:00,560.0,0.88,0.89,0.94,0.14999998,20.547941,81.0,293.0,0.21143366699218746,False,REGULAR,USD,2025-08-15,51.0,-7.9419427600980645,1.1375871219003908
MSFT250815C00565000,2025-06-25 19:02:03+00:00,565.0,0.56,0.68,0.73,0.050000012,9.803924,29.0,454.0,0.21192194335937498,False,REGULAR,USD,2025-08-15,51.0,-7.849141924014309,1.1477441497745016
MSFT250815C00570000,2025-06-25 15:56:06+00:00,570.0,0.46,0.52,0.57,0.04000002,9.523814,2.0,357.0,0.21277642700195312,False,REGULAR,USD,2025-08-15,51.0,-7.745466249220591,1.1579011776486121
MSFT250815C00575000,2025-06-25 19:38:16+00:00,575.0,0.37,0.4,0.45,0.08000001,27.58621,7.0,156.0,0.2142412561035156,False,REGULAR,USD,2025-08-15,51.0,-7.642391849277349,1.1680582055227227
MSFT250815C00580000,2025-06-25 15:55:18+00:00,580.0,0.27,0.31,0.35,0.030000016,12.500008,10.0,253.0,0.21521780883789063,False,REGULAR,USD,2025-08-15,51.0,-7.540978797325227,1.1782152333968334
MSFT250815C00585000,2025-06-25 19:56:05+00:00,585.0,0.28,0.24,0.28,0.15,115.38463,52.0,226.0,0.21704884521484374,False,REGULAR,USD,2025-08-15,51.0,-7.434693839895656,1.188372261270944
MSFT250815C00590000,2025-06-23 17:57:35+00:00,590.0,0.12,0.18,0.22,0.0,0.0,1.0,154.0,0.21851367431640623,False,REGULAR,USD,2025-08-15,51.0,-7.338686554017407,1.1985292891450545
MSFT250815C00595000,2025-06-24 19:59:49+00:00,595.0,0.14,0.14,0.18,0.030000001,27.272728,2.0,31.0,0.2211991943359375,False,REGULAR,USD,2025-08-15,51.0,-7.233990182039127,1.2086863170191653
MSFT250815C00600000,2025-06-25 19:51:58+00:00,600.0,0.11,0.11,0.13,0.05,83.333336,21.0,448.0,0.22022264160156246,False,REGULAR,USD,2025-08-15,51.0,-7.133024458169693,1.2188433448932758
MSFT250815C00605000,2025-06-25 13:49:59+00:00,605.0,0.1,0.08,0.1,0.030000001,42.857143,5.0,31.0,0.2211991943359375,False,REGULAR,USD,2025-08-15,51.0,-7.031987987264873,1.2290003727673866
MSFT250815C00610000,2025-06-17 15:46:16+00:00,610.0,0.06,0.06,0.11,0.0,0.0,200.0,276.0,0.231452998046875,False,REGULAR,USD,2025-08-15,51.0,-6.933545158139612,1.2391574006414972
MSFT250815C00615000,2025-06-09 13:42:14+00:00,615.0,0.06,0.05,0.09,0.0,0.0,1.0,150.0,0.233406103515625,False,REGULAR,USD,2025-08-15,51.0,-6.83391925067353,1.2493144285156077
MSFT250815C00620000,2025-06-25 16:33:38+00:00,620.0,0.03,0.03,0.08,-0.03,-50.0,2.0,133.0,0.23780059082031246,False,REGULAR,USD,2025-08-15,51.0,-6.736839756067335,1.2594714563897185
MSFT250815C00640000,2025-06-13 14:18:39+00:00,640.0,0.02,0.0,0.05,0.0,0.0,1.0,2347.0,0.25391371093750004,False,REGULAR,USD,2025-08-15,51.0,-6.351680896498719,1.3000995678861609
MSFT250815C00660000,2025-06-16 14:13:33+00:00,660.0,0.02,0.0,0.04,0.0,0.0,8.0,234.0,0.274421318359375,False,REGULAR,USD,2025-08-15,51.0,-5.9795940596995125,1.3407276793826035
MSFT250919C00180000,2025-05-08 15:29:52+00:00,180.0,261.65,290.9,293.8,0.0,0.0,1.0,4.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,-7.045476405246494,0.36565300346798274
MSFT250919C00185000,2025-04-23 17:00:02+00:00,185.0,193.4,266.1,269.25,0.0,0.0,2.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,-10.430941066990087,0.3758100313420934
MSFT250919C00195000,2025-04-23 17:00:02+00:00,195.0,183.7,256.3,259.35,0.0,0.0,,2.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,-10.388257962572453,0.39612408709031466
MSFT250919C00200000,2025-06-24 13:30:00+00:00,200.0,290.1,291.95,294.75,0.0,0.0,1.0,67.0,0.9096688720703124,True,REGULAR,USD,2025-09-19,86.0,-6.094348528218952,0.4062811149644253
MSFT250919C00210000,2025-05-15 14:11:52+00:00,210.0,245.74,264.75,268.6,0.0,0.0,1.0,17.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,9.995079174001974,0.4265951707126466
MSFT250919C00220000,2025-05-30 17:07:08+00:00,220.0,239.66,272.7,275.3,0.0,0.0,33.0,51.0,0.8878185046386717,True,REGULAR,USD,2025-09-19,86.0,-31146.767383391976,0.44690922646086784
MSFT250919C00230000,2025-06-17 17:30:10+00:00,230.0,248.34,263.05,265.65,0.0,0.0,1.0,40.0,0.8720715917968749,True,REGULAR,USD,2025-09-19,86.0,-7312453.905246292,0.4672232822090891
MSFT250919C00240000,2025-05-22 18:59:53+00:00,240.0,219.65,237.25,241.05,0.0,0.0,2.0,62.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,3.772472047113727e+144,0.48753733795731036
MSFT250919C00250000,2025-06-25 14:55:37+00:00,250.0,245.35,242.8,245.25,13.100006,5.640476,5.0,144.0,0.7625756164550781,True,REGULAR,USD,2025-09-19,86.0,-5.632890454017074,0.5078513937055317
MSFT250919C00260000,2025-06-09 15:30:52+00:00,260.0,213.2,232.7,235.7,0.0,0.0,1.0,80.0,0.7360866235351562,True,REGULAR,USD,2025-09-19,86.0,-0.0002256402936365448,0.5281654494537529
MSFT250919C00270000,2025-06-18 15:08:58+00:00,270.0,211.41,223.8,226.3,0.0,0.0,1.0,943.0,0.7493921545410156,True,REGULAR,USD,2025-09-19,86.0,-25576010178.41667,0.5484795052019742
MSFT250919C00280000,2025-05-19 16:43:04+00:00,280.0,182.19,201.45,204.1,0.0,0.0,2.0,32.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,-9.943413654176682,0.5687935609501954
MSFT250919C00290000,2025-05-19 16:43:04+00:00,290.0,172.51,191.4,194.4,0.0,0.0,2.0,91.0,1.0000000000000003e-05,True,REGULAR,USD,2025-09-19,86.0,-8.171947135839712,0.5891076166984167
MSFT250919C00300000,2025-06-16 17:30:12+00:00,300.0,183.38,194.25,196.1,0.0,0.0,10.0,313.0,0.641605146484375,True,REGULAR,USD,2025-09-19,86.0,-7.232271073968255e+85,0.6094216724466379
MSFT250919C00310000,2025-06-20 16:10:54+00:00,310.0,173.5,184.4,186.75,0.0,0.0,5.0,145.0,0.6231116790771485,True,REGULAR,USD,2025-09-19,86.0,-0.0004767639707141391,0.6297357281948592
MSFT250919C00320000,2025-06-11 16:03:11+00:00,320.0,157.81,174.4,176.7,0.0,0.0,1.0,116.0,0.5864299169921875,True,REGULAR,USD,2025-09-19,86.0,2.9077540751644383e+131,0.6500497839430804
MSFT250919C00330000,2025-06-12 16:57:18+00:00,330.0,152.83,164.35,167.1,0.0,0.0,1.0,319.0,0.5584150604248048,True,REGULAR,USD,2025-09-19,86.0,-52184.77140997803,0.6703638396913018
MSFT250919C00340000,2025-06-20 16:31:38+00:00,340.0,143.8,154.95,157.0,0.0,0.0,1.0,316.0,0.5330857238769531,True,REGULAR,USD,2025-09-19,86.0,7.280295897367632,0.690677895439523
MSFT250919C00350000,2025-06-24 16:30:51+00:00,350.0,147.25,145.55,148.35,2.619995,1.8115156,5.0,592.0,0.5299119274902344,True,REGULAR,USD,2025-09-19,86.0,-4.646144382926248e+210,0.7109919511877443
MSFT250919C00360000,2025-06-25 18:26:00+00:00,360.0,134.8,135.75,137.2,4.550003,3.4932845,242.0,581.0,0.5023853472900393,True,REGULAR,USD,2025-09-19,86.0,-2039054.5376200962,0.7313060069359655
MSFT250919C00370000,2025-06-25 13:43:45+00:00,370.0,125.3,125.9,127.65,0.33000183,0.26406485,6.0,878.0,0.47986359985351557,True,REGULAR,USD,2025-09-19,86.0,-17.545046758889846,0.7516200626841868
MSFT250919C00380000,2025-06-25 14:31:12+00:00,380.0,118.42,116.35,118.1,2.659996,2.2978542,5.0,1223.0,0.45642633422851564,True,REGULAR,USD,2025-09-19,86.0,-9.32266132831165,0.7719341184324081
MSFT250919C00390000,2025-06-25 18:49:17+00:00,390.0,105.85,107.25,108.4,0.5,0.47460845,333.0,1508.0,0.42886923675537114,True,REGULAR,USD,2025-09-19,86.0,-7.586242152952163,0.7922481741806293
MSFT250919C00400000,2025-06-25 18:48:04+00:00,400.0,96.65,97.75,99.75,-0.23999786,-0.24770138,370.0,2669.0,0.42175871215820315,True,REGULAR,USD,2025-09-19,86.0,-7.712910215607096,0.8125622299288506
MSFT250919C00410000,2025-06-25 18:47:44+00:00,410.0,87.35,88.45,89.45,-0.069999695,-0.080072865,149.0,1783.0,0.38104867004394527,True,REGULAR,USD,2025-09-19,86.0,-7.884857760899547,0.8328762856770718
MSFT250919C00420000,2025-06-25 16:52:28+00:00,420.0,77.75,78.95,80.8,-0.6500015,-0.82908356,51.0,3554.0,0.3695131408691406,True,REGULAR,USD,2025-09-19,86.0,-8.088055542797838,0.8531903414252932
