contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,T,impliedVolatilityNoAssumptions,moneyness
MSFT251219C00520000,2025-06-25 19:14:11+00:00,520.0,20.9,19.55,22.25,0.6099987,3.0064006,116.0,2738.0,0.24388878677368164,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.084823117249575,1.0563308989075058
MSFT251219C00525000,2025-06-25 17:28:05+00:00,525.0,18.2,18.95,19.75,-0.5,-2.6737967,45.0,1670.0,0.2374801594543457,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.114868320929959,1.0664879267816163
MSFT251219C00530000,2025-06-25 17:53:28+00:00,530.0,16.65,16.65,17.85,0.069999695,0.4221936,134.0,1231.0,0.2347030876159668,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.105497019151175,1.076644954655727
MSFT251219C00535000,2025-06-25 19:36:23+00:00,535.0,15.35,14.9,16.25,0.46000004,3.0893219,167.0,640.0,0.233406103515625,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.088150322049022,1.0868019825298376
MSFT251219C00540000,2025-06-25 19:57:24+00:00,540.0,14.22,13.65,14.85,1.0700006,8.136887,57.0,2989.0,0.23288730987548828,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.0656091600497115,1.0969590104039484
MSFT251219C00545000,2025-06-25 17:36:56+00:00,545.0,11.92,12.25,13.0,-0.22000027,-1.8121933,3.0,1351.0,0.2277451493835449,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.084779451606457,1.107116038278059
MSFT251219C00550000,2025-06-25 19:50:02+00:00,550.0,11.33,11.45,11.65,0.52999973,4.907405,194.0,6650.0,0.22585307846069336,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.0447980957950485,1.1172730661521695
MSFT251219C00555000,2025-06-25 19:56:24+00:00,555.0,10.23,10.1,10.4,0.53999996,5.5727553,144.0,389.0,0.22396100753784176,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.0233944901348675,1.1274300940262802
MSFT251219C00560000,2025-06-25 19:48:48+00:00,560.0,8.99,8.6,9.3,0.67999935,8.182904,114.0,819.0,0.2225724716186523,False,REGULAR,USD,2025-12-19,177.04166666666424,-7.0076013343996335,1.1375871219003908
MSFT251219C00565000,2025-06-25 17:17:05+00:00,565.0,7.55,8.1,8.3,-0.1699996,-2.2020674,47.0,365.0,0.22129074615478517,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.999517288459685,1.1477441497745016
MSFT251219C00570000,2025-06-25 17:48:15+00:00,570.0,6.7,7.2,7.35,-0.12000036,-1.759536,62.0,1172.0,0.21965807205200194,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.971427211323118,1.1579011776486121
MSFT251219C00575000,2025-06-25 17:48:05+00:00,575.0,6.15,6.4,7.55,0.16000032,2.671124,65.0,234.0,0.2298355825805664,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.933480858379942,1.1680582055227227
MSFT251219C00580000,2025-06-25 19:54:30+00:00,580.0,5.74,5.7,5.85,0.52,9.961686,146.0,671.0,0.21823901885986324,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.8912800252944315,1.1782152333968334
MSFT251219C00585000,2025-06-25 15:26:00+00:00,585.0,4.95,5.05,5.2,0.2999997,6.4516068,32.0,126.0,0.21753712158203126,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.863052495792107,1.188372261270944
MSFT251219C00590000,2025-06-25 15:50:10+00:00,590.0,4.25,4.5,4.6,0.19999981,4.9382668,47.0,333.0,0.2166826379394531,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.832305860002057,1.1985292891450545
MSFT251219C00595000,2025-06-25 19:14:12+00:00,595.0,3.75,4.0,4.1,0.13000011,3.5911634,20.0,521.0,0.21646901702880855,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.795173586696353,1.2086863170191653
MSFT251219C00600000,2025-06-25 16:09:59+00:00,600.0,3.34,3.55,3.65,0.12999988,4.0498405,49.0,2656.0,0.21625539611816402,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.755507636282125,1.2188433448932758
MSFT251219C00605000,2025-06-23 18:34:13+00:00,605.0,2.64,3.15,3.25,0.0,0.0,23.0,319.0,0.2161638442993164,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.726623599951453,1.2290003727673866
MSFT251219C00610000,2025-06-23 17:04:27+00:00,610.0,2.67,2.8,3.4,0.6700001,33.500004,2.0,717.0,0.22492230163574217,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.67276365644982,1.2391574006414972
MSFT251219C00615000,2025-06-24 15:37:28+00:00,615.0,2.33,2.49,3.1,0.14999986,6.8807273,2.0,96.0,0.22586833709716797,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.632480565583337,1.2493144285156077
MSFT251219C00620000,2025-06-25 19:11:31+00:00,620.0,2.09,2.22,2.3,0.41999996,25.149698,3.0,1029.0,0.21640798248291016,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.589301589639618,1.2594714563897185
MSFT251219C00625000,2025-06-25 19:55:42+00:00,625.0,2.0,1.97,2.04,0.27999997,16.279068,18.0,563.0,0.21637746520996093,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.5414842437997835,1.269628484263829
MSFT251219C00630000,2025-06-25 14:01:40+00:00,630.0,1.67,1.75,1.82,0.15999997,10.596024,1.0,334.0,0.2166826379394531,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.502664503063022,1.2797855121379398
MSFT251219C00635000,2025-06-20 13:30:05+00:00,635.0,1.53,1.56,1.63,0.41999996,37.837833,2.0,159.0,0.21717091430664062,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.457816955882518,1.2899425400120503
MSFT251219C00640000,2025-06-25 19:52:55+00:00,640.0,1.4,1.4,1.45,0.14999998,11.999998,21.0,353.0,0.21735401794433595,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.413241814551334,1.3000995678861609
MSFT251219C00645000,2025-06-24 15:55:22+00:00,645.0,1.1,1.24,1.3,0.0,0.0,1.0,1328.0,0.2179643634033203,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.375206542495083,1.3102565957602716
MSFT251219C00650000,2025-06-25 16:03:48+00:00,650.0,1.06,1.1,1.16,0.109999955,11.578942,71.0,437.0,0.21833057067871092,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.328772666049394,1.3204136236343822
MSFT251219C00655000,2025-06-24 15:47:54+00:00,655.0,0.88,0.98,1.03,0.0,0.0,1.0,67.0,0.21851367431640623,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.287858523994753,1.3305706515084927
MSFT251219C00660000,2025-06-23 19:19:53+00:00,660.0,0.8,0.86,1.13,0.17000002,26.98413,1.0,400.0,0.2268143725585937,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.2441785522946445,1.3407276793826035
MSFT251219C00680000,2025-06-25 18:04:01+00:00,680.0,0.52,0.53,0.99,0.06999999,15.555553,62.0,229.0,0.23975369628906246,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.07629043701241,1.381355790879046
MSFT251219C00685000,2025-06-12 16:06:33+00:00,685.0,0.34,0.47,0.92,0.0,0.0,46.0,76.0,0.24127955993652345,False,REGULAR,USD,2025-12-19,177.04166666666424,-6.040512704842716,1.3915128187531567
MSFT251219C00690000,2025-06-25 17:02:14+00:00,690.0,0.4,0.41,0.47,0.14000002,53.846165,1.0,38.0,0.22205367797851558,False,REGULAR,USD,2025-12-19,177.04166666666424,-5.998390839429175,1.4016698466272672
MSFT251219C00695000,2025-06-20 14:13:33+00:00,695.0,0.22,0.36,0.42,0.0,0.0,1.0,301.0,0.2225419543457031,False,REGULAR,USD,2025-12-19,177.04166666666424,-5.965744649218185,1.411826874501378
MSFT251219C00700000,2025-06-25 19:54:12+00:00,700.0,0.33,0.32,0.35,0.030000001,10.0,441.0,1484.0,0.22095505615234373,False,REGULAR,USD,2025-12-19,177.04166666666424,-5.927003525669709,1.4219839023754886
MSFT260116C00160000,2025-06-23 17:56:54+00:00,160.0,329.35,333.25,336.65,0.0,0.0,1.0,225.0,0.8470474279785156,True,REGULAR,USD,2026-01-16,205.04166666666424,-1.7857238987842784e+36,0.3250248919715402
MSFT260116C00165000,2025-03-17 16:52:00+00:00,165.0,228.0,215.85,218.1,0.0,0.0,1.0,24.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-7.187310449441882,0.3351819198456509
MSFT260116C00170000,2025-02-18 19:08:13+00:00,170.0,242.37,225.1,227.4,0.0,0.0,10.0,112.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.94828996408669,0.3453389477197615
MSFT260116C00175000,2025-04-23 13:51:36+00:00,175.0,208.48,277.65,281.3,0.0,0.0,1.0,92.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-11.880935716314495,0.35549597559387214
MSFT260116C00180000,2025-05-14 16:35:40+00:00,180.0,276.06,296.85,300.0,0.0,0.0,5.0,106.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,2.6321358302055586e+294,0.36565300346798274
MSFT260116C00185000,2025-04-07 14:11:08+00:00,185.0,179.55,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.150229159391406e+20,0.3758100313420934
MSFT260116C00190000,2025-05-02 18:45:16+00:00,190.0,250.76,272.55,276.15,0.0,0.0,5.0,1073.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,6.530508672828282e+85,0.38596705921620406
MSFT260116C00195000,2025-05-08 14:18:13+00:00,195.0,247.3,278.45,281.25,0.0,0.0,2.0,108.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-18456.388274825713,0.39612408709031466
MSFT260116C00200000,2025-05-30 19:26:01+00:00,200.0,265.1,294.75,297.85,0.0,0.0,89.0,323.0,0.7506128454589844,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.214025387781647,0.4062811149644253
MSFT260116C00205000,2025-05-01 15:48:54+00:00,205.0,230.5,258.1,261.7,0.0,0.0,1.0,903.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.760211056302855,0.4164381428385359
MSFT260116C00210000,2025-06-02 18:02:29+00:00,210.0,255.74,284.75,287.5,0.0,0.0,1.0,171.0,0.7075224560546876,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.383160303710376,0.4265951707126466
MSFT260116C00215000,2025-06-16 19:07:35+00:00,215.0,268.56,280.15,283.4,0.0,0.0,1.0,227.0,0.7138090142822267,True,REGULAR,USD,2026-01-16,205.04166666666424,-3.9689534253238534,0.4367521985867572
MSFT260116C00220000,2025-05-27 14:01:51+00:00,220.0,243.6,275.15,278.6,0.0,0.0,1.0,227.0,0.699771068725586,True,REGULAR,USD,2026-01-16,205.04166666666424,-10.487338016199242,0.44690922646086784
MSFT260116C00225000,2025-06-16 19:07:35+00:00,225.0,258.79,270.5,273.85,0.0,0.0,1.0,421.0,0.692385888671875,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.053964295165168,0.45706625433497844
MSFT260116C00230000,2025-06-18 17:06:27+00:00,230.0,253.75,265.65,268.1,0.0,0.0,17.0,216.0,0.6658358612060549,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.104702717354354,0.4672232822090891
MSFT260116C00235000,2025-06-04 19:14:51+00:00,235.0,235.4,260.95,263.9,0.0,0.0,1.0,94.0,0.6664462066650394,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.043708342517818,0.4773803100831997
MSFT260116C00240000,2025-05-15 14:21:03+00:00,240.0,220.5,238.35,242.1,0.0,0.0,1.0,199.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-37521716.68839614,0.48753733795731036
MSFT260116C00245000,2025-04-07 14:50:31+00:00,245.0,125.25,0.0,0.0,0.0,0.0,14.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-26433859382570.188,0.49769436583142096
MSFT260116C00250000,2025-06-23 17:10:05+00:00,250.0,238.5,246.1,248.85,0.0,0.0,1.0,511.0,0.619693744506836,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.156082340364697,0.5078513937055317
MSFT260116C00255000,2025-06-05 18:34:38+00:00,255.0,220.5,241.8,244.0,0.0,0.0,1.0,135.0,0.6157264990234376,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.86204654718232,0.5180084215796422
MSFT260116C00260000,2025-06-18 18:12:57+00:00,260.0,225.19,236.45,239.4,0.0,0.0,2.0,480.0,0.6010171734619143,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.385945564185895,0.5281654494537529
MSFT260116C00265000,2025-05-28 17:50:53+00:00,265.0,200.02,231.9,234.5,0.0,0.0,3.0,269.0,0.5928080270385744,True,REGULAR,USD,2026-01-16,205.04166666666424,-1195190478.9300137,0.5383224773278635
MSFT260116C00270000,2025-06-23 17:14:53+00:00,270.0,220.25,227.2,230.55,0.0,0.0,2.0,921.0,0.5938761315917969,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.3206735622111365,0.5484795052019742
MSFT260116C00275000,2025-05-01 13:39:46+00:00,275.0,164.49,191.3,194.9,0.0,0.0,3.0,2634.0,1.0000000000000003e-05,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.034202739609418,0.5586365330760847
MSFT260116C00280000,2025-06-03 16:01:49+00:00,280.0,190.55,217.3,219.9,0.0,0.0,1.0,605.0,0.5578657495117189,True,REGULAR,USD,2026-01-16,205.04166666666424,-4805.852119682695,0.5687935609501954
MSFT260116C00285000,2025-06-24 14:53:08+00:00,285.0,210.65,213.05,215.6,0.0,0.0,1.0,560.0,0.5592085095214845,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.317089520463806,0.5789505888243061
MSFT260116C00290000,2025-06-24 18:19:49+00:00,290.0,208.29,208.15,211.15,0.0,0.0,2.0,176.0,0.5513960876464845,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.291673468751603,0.5891076166984167
MSFT260116C00295000,2025-06-24 17:59:03+00:00,295.0,203.96,203.15,205.5,0.0,0.0,1.0,92.0,0.5304307211303713,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.330416540689984,0.5992646445725273
MSFT260116C00300000,2025-06-24 19:28:53+00:00,300.0,198.4,198.65,201.65,0.0,0.0,6.0,964.0,0.5324753784179688,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.411778269246538,0.6094216724466379
MSFT260116C00305000,2025-06-24 19:24:43+00:00,305.0,193.85,193.4,196.15,0.0,0.0,5.0,132.0,0.5112353564453125,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.461699190600347,0.6195787003207486
MSFT260116C00310000,2025-06-24 18:08:58+00:00,310.0,189.45,188.5,191.55,0.0,0.0,6.0,200.0,0.502080174560547,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.507968032004669,0.6297357281948592
MSFT260116C00315000,2025-06-24 19:28:34+00:00,315.0,184.2,184.25,186.8,0.0,0.0,6.0,191.0,0.5190782955932617,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.586305541197729,0.6398927560689699
MSFT260116C00320000,2025-06-25 13:46:47+00:00,320.0,180.1,179.55,182.15,0.3500061,0.19471827,6.0,304.0,0.5106250109863282,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.625041883577915,0.6500497839430804
MSFT260116C00325000,2025-06-25 13:41:41+00:00,325.0,176.55,174.3,176.95,2.4000092,1.3781276,2.0,174.0,0.49338275177001967,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.644776325227184,0.6602068118171911
MSFT260116C00330000,2025-06-25 13:41:48+00:00,330.0,171.7,170.05,172.8,2.300003,1.357735,2.0,261.0,0.4926198199462891,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.71411059521769,0.6703638396913018
MSFT260116C00335000,2025-06-25 13:41:50+00:00,335.0,167.0,165.3,167.7,1.550003,0.9368408,2.0,107.0,0.47723911437988287,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.780627744869066,0.6805208675654124
MSFT260116C00340000,2025-06-24 16:45:24+00:00,340.0,160.8,160.7,163.0,0.0,0.0,32.0,230.0,0.4678703115844727,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.916624193699962,0.690677895439523
MSFT260116C00345000,2025-06-24 18:08:44+00:00,345.0,156.45,155.9,159.45,0.0,0.0,4.0,72.0,0.47427893890380857,True,REGULAR,USD,2026-01-16,205.04166666666424,-4.980315446171624,0.7008349233136336
MSFT260116C00350000,2025-06-25 19:31:46+00:00,350.0,151.64,151.45,154.05,0.7299957,0.48372918,980.0,9942.0,0.4550530569458008,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.077603273766766,0.7109919511877443
MSFT260116C00355000,2025-06-24 19:52:52+00:00,355.0,146.4,147.5,149.75,0.0,0.0,7.0,352.0,0.4505670178222656,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.238847359887709,0.7211489790618549
MSFT260116C00360000,2025-06-25 18:56:01+00:00,360.0,141.9,142.95,144.2,-0.6000061,-0.42105693,65.0,1622.0,0.4298763067626954,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.401787119194336,0.7313060069359655
MSFT260116C00365000,2025-06-24 19:59:25+00:00,365.0,136.05,137.4,140.5,0.0,0.0,30.0,804.0,0.43256182678222654,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.5557057044090765,0.7414630348100761
MSFT260116C00370000,2025-06-24 16:21:15+00:00,370.0,132.6,133.85,135.25,0.0,0.0,7.0,816.0,0.41596043029785157,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.968826208787648,0.7516200626841868
MSFT260116C00375000,2025-06-24 17:48:54+00:00,375.0,128.85,128.45,131.1,0.0,0.0,7.0,608.0,0.4124509439086914,True,REGULAR,USD,2026-01-16,205.04166666666424,-8.733727278693213,0.7617770905582975
MSFT260116C00380000,2025-06-25 19:43:48+00:00,380.0,124.82,124.7,126.55,3.4300003,2.8256037,1.0,865.0,0.404028176574707,True,REGULAR,USD,2026-01-16,205.04166666666424,-21.908559277747255,0.7719341184324081
MSFT260116C00385000,2025-06-25 19:44:37+00:00,385.0,120.07,119.5,122.05,3.7200012,3.1972508,5.0,1988.0,0.39597161651611334,True,REGULAR,USD,2026-01-16,205.04166666666424,-21149.704541457908,0.7820911463065187
MSFT260116C00390000,2025-06-25 14:43:19+00:00,390.0,117.19,115.25,117.25,2.6700058,2.3314757,2.0,1265.0,0.38458867370605465,True,REGULAR,USD,2026-01-16,205.04166666666424,-19988.690711564832,0.7922481741806293
MSFT260116C00395000,2025-06-24 18:52:02+00:00,395.0,113.72,110.9,112.8,3.1200027,2.820979,6.0,3024.0,0.3768067691040039,True,REGULAR,USD,2026-01-16,205.04166666666424,-13566198.987058993,0.80240520205474
MSFT260116C00400000,2025-06-25 17:09:08+00:00,400.0,106.15,106.9,108.55,-0.34999847,-0.32863706,27.0,3286.0,0.37084064224243163,True,REGULAR,USD,2026-01-16,205.04166666666424,18926042.77775883,0.8125622299288506
MSFT260116C00405000,2025-06-25 17:12:02+00:00,405.0,101.91,101.95,104.0,-0.18999481,-0.18608698,7.0,2803.0,0.3616244258117675,True,REGULAR,USD,2026-01-16,205.04166666666424,-18.645358368742613,0.8227192578029612
MSFT260116C00410000,2025-06-25 17:12:02+00:00,410.0,97.62,98.7,99.6,2.1600037,2.2627318,19.0,3079.0,0.35370519348144525,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.169946557067051,0.8328762856770718
MSFT260116C00415000,2025-06-25 14:25:44+00:00,415.0,94.4,94.05,95.5,1.4899979,1.6037002,4.0,1476.0,0.3483188948059082,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.929109828476773,0.8430333135511825
MSFT260116C00420000,2025-06-25 19:27:36+00:00,420.0,89.78,90.25,91.2,0.37999725,0.42505285,8.0,4774.0,0.34076586975097656,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.852521980622758,0.8531903414252932
MSFT260116C00425000,2025-06-25 17:16:27+00:00,425.0,85.0,85.2,87.05,0.0,0.0,23.0,6870.0,0.334265690612793,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.8975051731383745,0.8633473692994037
MSFT260116C00430000,2025-06-25 18:14:34+00:00,430.0,80.72,81.15,83.0,-0.08000183,-0.099012166,22.0,3805.0,0.32828430511474604,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.950487055629512,0.8735043971735144
MSFT260116C00435000,2025-06-25 15:30:23+00:00,435.0,78.0,77.8,79.0,0.80999756,1.0493555,14.0,1764.0,0.32233343688964833,True,REGULAR,USD,2026-01-16,205.04166666666424,-5.961235452970704,0.883661425047625
MSFT260116C00440000,2025-06-25 18:55:10+00:00,440.0,72.71,74.2,74.95,-0.7900009,-1.0748311,11.0,3531.0,0.31560437820434567,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.054680353103426,0.8938184529217357
MSFT260116C00445000,2025-06-25 19:38:50+00:00,445.0,69.75,69.45,71.65,0.25,0.35971224,12.0,1834.0,0.31441420455932617,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.076705032508769,0.9039754807958463
MSFT260116C00450000,2025-06-25 19:38:50+00:00,450.0,66.76,66.0,67.85,0.9900055,1.505254,471.0,6719.0,0.3087532504272461,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.100883449858153,0.9141325086699569
MSFT260116C00455000,2025-06-25 16:30:11+00:00,455.0,62.31,62.05,63.75,0.76000214,1.234772,9.0,1497.0,0.30037625900268555,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.173653670084374,0.9242895365440675
MSFT260116C00460000,2025-06-25 19:36:59+00:00,460.0,58.54,59.25,60.3,0.08000183,0.13684884,78.0,2214.0,0.29645478942871095,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.225600784614645,0.9344465644181782
MSFT260116C00465000,2025-06-25 18:55:10+00:00,465.0,54.53,55.7,56.9,-0.47000122,-0.8545477,2.0,1182.0,0.2923654748535155,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.286459459388258,0.9446035922922889
MSFT260116C00470000,2025-06-25 19:37:05+00:00,470.0,51.72,51.9,53.5,0.12000275,0.23256347,24.0,3049.0,0.287719220046997,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.309090367718819,0.9547606201663994
MSFT260116C00475000,2025-06-25 19:40:17+00:00,475.0,48.6,49.0,49.7,0.25999832,0.53785336,39.0,1789.0,0.27971606521606435,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.342758259814563,0.9649176480405101
MSFT260116C00480000,2025-06-25 19:36:59+00:00,480.0,45.89,45.75,46.95,1.4500008,3.262828,70.0,3034.0,0.27854115020751957,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.36388639109766,0.9750746759146207
MSFT260116C00485000,2025-06-25 19:55:00+00:00,485.0,42.8,42.85,43.35,0.80999756,1.9290248,25.0,1025.0,0.2708507974243164,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.398313739886926,0.9852317037887314
MSFT260116C00490000,2025-06-25 19:27:55+00:00,490.0,39.2,39.9,40.15,0.6100006,1.580722,149.0,2998.0,0.26532717102050785,True,REGULAR,USD,2026-01-16,205.04166666666424,-6.450293398417145,0.9953887316628419
MSFT260116C00495000,2025-06-25 19:56:02+00:00,495.0,36.95,35.95,37.35,1.2999992,3.6465616,620.0,882.0,0.26191686576843265,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.458864318192969,1.0055457595369526
MSFT260116C00500000,2025-06-25 19:58:41+00:00,500.0,34.1,34.25,35.2,1.4899979,4.569144,315.0,11236.0,0.26224492645263675,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.487899796439705,1.0157027874110633
MSFT260116C00505000,2025-06-25 19:07:41+00:00,505.0,30.8,31.6,32.85,0.5299988,1.7509044,32.0,314.0,0.2605359591674804,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.5324795707586025,1.025859815285174
MSFT260116C00510000,2025-06-25 18:27:05+00:00,510.0,27.9,28.05,29.8,-0.010000229,-0.03583027,122.0,10337.0,0.2533949172973633,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.564727973187082,1.0360168431592844
MSFT260116C00515000,2025-06-25 19:59:18+00:00,515.0,26.75,26.15,27.95,1.0,3.883495,26.0,474.0,0.2537306072998047,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.5403581317178965,1.0461738710333952
MSFT260116C00520000,2025-06-25 19:39:57+00:00,520.0,24.6,24.5,25.35,1.5,6.4935064,2494.0,29336.0,0.2482222395324707,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.5495253134814435,1.0563308989075058
MSFT260116C00525000,2025-06-25 19:46:06+00:00,525.0,22.05,21.95,23.6,0.6499996,3.0373814,37.0,559.0,0.2478712908935547,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.572553627753876,1.0664879267816163
MSFT260116C00530000,2025-06-25 19:48:29+00:00,530.0,20.12,19.4,20.75,0.62000084,3.1794915,150.0,1062.0,0.23902128173828124,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.57597305681955,1.076644954655727
MSFT260116C00535000,2025-06-25 19:07:41+00:00,535.0,17.95,16.7,18.9,0.40000153,2.279211,109.0,652.0,0.23644257217407227,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.587984064446663,1.0868019825298376
MSFT260116C00540000,2025-06-25 18:56:23+00:00,540.0,16.05,16.35,17.1,0.20999908,1.3257518,213.0,5514.0,0.2334518794250488,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.591843111800488,1.0969590104039484
MSFT260116C00545000,2025-06-25 19:44:01+00:00,545.0,15.09,14.3,16.5,0.34000015,2.305086,37.0,95.0,0.23880766082763671,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.565548204099276,1.107116038278059
MSFT260116C00550000,2025-06-25 19:46:05+00:00,550.0,13.6,13.3,14.0,0.6300001,4.8573637,222.0,5964.0,0.22890480575561523,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.55733050707841,1.1172730661521695
MSFT260116C00560000,2025-06-25 19:30:28+00:00,560.0,10.85,11.25,11.45,0.5,4.830918,196.0,996.0,0.22566997482299805,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.5353635677462005,1.1375871219003908
MSFT260116C00570000,2025-06-25 19:44:42+00:00,570.0,8.9,9.1,9.3,0.25,2.8901734,52.0,2781.0,0.2228929029846191,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.4897769775969625,1.1579011776486121
MSFT260116C00580000,2025-06-25 19:39:24+00:00,580.0,7.16,7.35,7.65,0.4699998,7.025408,272.0,2355.0,0.22199264343261715,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.439893713150324,1.1782152333968334
MSFT260116C00600000,2025-06-25 19:44:12+00:00,600.0,4.8,4.75,4.85,0.53999996,12.676055,145.0,4258.0,0.21735401794433595,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.311221119625744,1.2188433448932758
MSFT260116C00610000,2025-06-25 19:14:10+00:00,610.0,3.75,3.8,3.9,0.20000005,5.633804,156.0,859.0,0.21656056884765623,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.246691426797022,1.2391574006414972
MSFT260116C00620000,2025-06-25 19:36:25+00:00,620.0,3.0,3.05,3.2,0.23000002,8.30325,59.0,1012.0,0.21717091430664062,False,REGULAR,USD,2026-01-16,205.04166666666424,-6.175460378163457,1.2594714563897185
